CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,
Toledo,Angola Rd near Airport Highway,OH,US,2017-07-19,about 15,15,,15,,,Lucas County Citizens against Angola Jail Proposal,Oppose construction of new jail nearby,0,protest,0,0,0,0,1,1,http://www.toledoblade.com/local/2017/07/19/South-Toledo-residents-protest-new-jail-construction.html,,,,,,
Portland,Lents Park,OR,US,2017-07-23,about 15,15,,15,,,neighbors,Demand city demolish abandoned home,0,protest; rally,0,0,0,0,1,1,http://portlandtribune.com/pt/9-news/366881-248586-lents-neighbors-plan-zombie-home-protest-sunday,,,,,,
Ann Arbor,outside the Washtenaw County Learning Resource Center,MI,US,2017-07-25,NA,15,,15,,,general protestors,Oppose high-rise development on a city-owned lot,0,protest,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/07/ann_arbor_council_candidates_g.html,,,,,,
Irving,outside McKesson Corp,TX,US,2017-07-26,NA,15,,15,,,International Brotherhood of Teamsters,Demand McKesson Corp create an independent board chairman; oppose company's executive pay package,0,protest,0,0,0,0,1,1,http://www.brownsvilleherald.com/life/article_702f1df1-feca-5877-afb7-eef529433835.html,,,Estimate from pictures,,,
Denver,Skyline Park,CO,US,2017-07-27,NA,15,,15,,,ADAPT,Kill the Bill,1,protest; march,0,0,0,0,1,1,https://www.denverite.com/disabled-protesters-circle-sen-cory-gardners-office-senators-prepare-third-healthcare-vote-40103/,,,Estimate from pictures,,,
Chicago,Apostolic Church of God,IL,US,2017-07-30,NA,15,,30,,,general protestors,Oppose anti-LGBT pastor,0,protest,0,0,0,0,1,1,http://chicago.cbslocal.com/2017/07/30/lgbt-activists-protest-against-discrimination-at-south-side-church/,,,estimate from video,,,
Corvallis,"from Corvallis, OR to Naval Base Kitsap in WA",OR,US,2017-07-31,NA,15,,15,,,"Nipponzan Myohoji Buddhist monastery in Bainbridge Island, Washington",Pacific Northwest Interfaith Peace Walk to ban nuclear weapons,1,march,,,,,1,1,http://www.gazettetimes.com/news/local/peace-march-begins-at-osu/article_fd81fcc6-056f-5795-a92d-5f253df77754.html,,,,,,
Palm Springs,,FL,US,2017-07-04,na,14,,14,,,general protestors,Pro-Trump rally,2,rally,0,0,0,0,1,1,http://www.kesq.com/news/pro-trump-rally-takes-place-in-palm-springs-for-4th-of-july/575107203,,,,,,
Baton Rouge,outside Baton Rouge Police Headquarters,LA,US,2017-07-05,about two dozen,14,,14,,,New Black Panther Party,Commemorate anniversary of the death of Alton Sterling,0,demonstration,7,0,1,0,1,1,http://www.theadvocate.com/baton_rouge/news/alton_sterling/article_4e97115c-61a8-11e7-b1d4-43599a707e5c.html,http://www.live5news.com/story/35817239/several-arrested-at-sterling-protest-outside-of-brpd-headquarters,http://www.normantranscript.com/news/police-arrest-at-protest-on-anniversary-of-deadly-shooting/article_68f0c568-875c-5163-93b5-053813eeeb6f.html,,,,
Milwaukee,outside Summerfest's main gate,WI,US,2017-07-04,about a dozen,12,,12,,,friends and family,Demand justice for police killing of Terry Williams,0,protest,0,0,0,0,1,1,http://www.waow.com/story/35815043/2017/07/05/man-dies-after-shot-by-deputy-on-milwaukee-lakefront,http://www.channel3000.com/news/family-of-man-shot-by-deputy-rallies-outside-summerfest/576531406,,,,,
Doral,Senator Rubio's office,FL,US,2017-07-05,about a dozen,12,,12,,,general protestors,Against GOP healthcare bill,1,protest,0,0,0,0,1,1,http://www.miamiherald.com/news/local/community/miami-dade/doral/article160039499.html,,,,,,
Jacksonville,outside U.S. District Courthouse and U.S. Sen. Marco Rubio's office,FL,US,2017-07-06,about a dozen,12,,12,,,Progressive Democrats of America,Oppose ACA repeal,1,protest,0,0,0,0,1,1,http://www.news4jax.com/news/local/jacksonville/health-care-protestors-warned-to-not-enter-federal-courthouse,,,,,,
Louisville,Sen. Mitch McConnel's office,KY,US,2017-07-06,a dozen,12,,12,,,general protestors,Against GOP healthcare bill,1,protest; sit-in,0,0,0,0,1,1,http://www.kentuckynewera.com/news/ap/article_8fbdfc9a-636a-11e7-8a40-b76035040790.html,,,,,,
Wilkes-Barre,City Hall,PA,US,2017-07-06,about a dozen,12,,12,,,general protestors,Supporting a bill which would gradually increase state minimum wage,0,rally,0,0,0,0,1,1,http://citizensvoice.com/news/rally-held-in-support-of-minimum-wage-hike-1.2216177,,,,,,
Salisbury,downtown,MD,US,2017-07-08,around a dozen,12,,12,,,Somerset County Republican Central Committee; Wicomico County Republican Central Committee,Protesting removal of confederate statue,0,protest,0,0,0,0,1,1,http://delmarvapublicradio.net/post/protest-against-removing-plaque-marking-confederate-general#stream/0,,,,,,
New York,Penn Station,NY,US,2017-07-11,some dozen,12,,12,,,New York Communities for Change; Alliance for a Greater New York;Every Voice,Demand Gov. Cuomo fix the MTA’,0,protest,0,0,0,0,0,1,http://www.amny.com/transit/transit-activists-rally-at-penn-station-demand-cuomo-fix-the-mta-1.13794949,,,,,,
Colorado Springs,City Hall,CO,US,2017-07-12,about a dozen,12,,12,,,Colorado Common Cause,Support net neutrality,1,protest,0,0,0,0,1,1,http://gazette.com/colorado-springs-protesters-urge-push-back-against-net-neutrality-changes/article/1606986,,,,,,
Kalamazoo,,MI,US,2017-07-14,NA,12,,12,,,general protestors,Against GOP healthcare bill,1,protest,0,0,0,0,1,1,http://wincountry.com/news/articles/2017/jul/14/healtcare-protest-as-debate-rages-on/,,,Count from picture,,,
Atlanta,MLK Jr. National Historic Site,GA,US,2017-07-15,at least a dozen,12,,12,,,Refeuse Facism Atlanta,Anti-Trump,1,protest; march,0,0,0,0,1,1,http://www.fox5atlanta.com/news/268160755-story,,,,,,
Bedminster,Trump National Golf Club,NJ,US,2017-07-16,almost a dozen,12,,12,,,SOMA Action,Oppose Trump National Golf Club hosting U.S. Women's Open,1,protest,0,0,0,0,0,1,http://www.dailyrecord.com/story/news/new-jersey/2017/07/16/protesters-descend-trumps-bedminster-golf-course-u-s-open/482814001/,http://www.northjersey.com/story/news/new-jersey/2017/07/16/protesters-descend-trumps-bedminster-golf-course-u-s-open/482814001/,,,,,
Astoria,downtown,OR,US,2017-07-18,NA,12,,12,,,Indivisible North Coast Oregon,Oppose Obamacare repeal,1,protest,0,0,0,0,1,1,http://www.dailyastorian.com/Local_News/20170718/demonstrators-in-astoria-rally-against-obamacare-repeal,,,estimate from picture,,,
Beckley,outside the main entrance of the Bechtel Summit Reserve,WV,US,2017-07-24,more than a dozen,12,,12,,,West Virginia Citizen Action Group,Oppose ACA repeal,1,protest,0,0,0,0,0,1,http://www.mcalesternews.com/cnhi_network/health-care-advocates-protest-outside-boy-scout-summit-in-west/article_10511a92-faaf-5735-8d87-ebc073bc7164.html,http://www.register-herald.com/news/health-care-advocates-protest-outside-boy-scout-summit/article_349f05b2-7dfb-5798-8c35-736341a0ef0e.html,,,,,
Chicago,White Castle restaurant located at 22nd and Wabash,IL,US,2017-07-24,dozen,12,,12,,,Rainbow PUSH,Demand local construction companies end their racist hiring practices,0,protest; march,0,0,0,0,1,1,http://chicago.suntimes.com/news/mitchell-white-castle-targeted-by-protesters-at-building-sites/,,,,,,
Richmond,outside three gates at the Kinder Morgan Terminal,CA,US,2017-07-24,about a dozen,12,,12,,,Rainforest Action Network; Idle No More SF Bay,Oppose company’s planned expansion of the Trans Mountain Tar Sands Pipeline in Canada,0,sit-in,2,0,0,0,1,1,http://www.mercurynews.com/2017/07/24/protesters-block-gates-to-richmond-oil-facility/,http://www.eastbaytimes.com/2017/07/24/protesters-block-gates-to-richmond-oil-facility/,,,,,
New York City,Brooklyn,NY,US,2017-07-26,about a dozen,12,,12,,,general protestors,Protesting de Blasio's education plan,0,protest,0,0,0,0,0,1,http://www.nydailynews.com/new-york/education/parents-protest-de-blasio-plans-unassigned-city-teachers-article-1.3358303,,,,,,
Rancho Cucamonga,Assemblyman Marc Steinorth’s Rancho Cucamonga office,CA,US,2017-07-27,about a dozen,12,,12,,,organizer Joseph Turner,Oppose California’s recently extended cap and trade climate change program,2,protest,0,0,0,0,1,1,http://www.sbsun.com/general-news/20170731/dozens-of-police-respond-to-protest-at-assemblymans-rancho-cucamonga-office,,,,,,
Corpus Christi,outside Rep. Farenthold's office,TX,US,2017-07-30,dozen or so,12,,12,,,National Nurses United/National Nurses Organizing Committee,Oppose GOP healthcare plan,1,protest,0,0,0,0,1,1,http://www.kiiitv.com/news/local/mock-battle-protest-outside-congressman-blake-farentholds-office/460636039,http://www.caller.com/story/news/2017/07/30/nurses-teachers-urge-voters-repeal-replace-gop-congressman-over-obamacare/523873001/,,,,,
Merrimac,Waterhouse Field,MA,US,2017-07-09,NA,11,,11,,,general protestors,Oppose animal cruelty in the Kelly Miller Circus,0,protest,0,0,0,0,1,1,http://www.newburyportnews.com/news/local_news/merrimac-resident-organizes-protest-against-circus/article_b247a804-a655-58d9-8bce-3e031dd88fae.html,,,Count from picture,,,
Hempstead,outside the Oceanside landfill,NY,NV,2017-07-01,NA,10,,10,,,animal rights activists,Raise public awareness about the welfare of a feral cat colony living inside the landfill,0,demonstration,0,0,0,0,1,1,http://www.newsday.com/long-island/nassau/animal-rights-activists-rally-for-protection-of-feral-cat-colony-1.13777275,,,Count from picture,,,
Chula Vista,SeaWorld,CA,US,2017-07-03,NA,10,,10,,,People for the Ethical Treatment of Animals,protesting SeaWorld's treatment of animals,0,protest,5,0,0,0,1,1,http://fox5sandiego.com/2017/07/04/peta-protesters-arrested-at-seaworlds-aquatica-san-diego/,,,,,,
Lansing,Outside home of officer,IL,US,2017-07-03,about 10,10,,10,,,general protestors,Protesting off-duty cop who pinned boy to the ground,0,protest,0,0,0,0,1,1,Chicago,,,,,,
Stamford,Outside home of Charter Spectrum executive,CT,US,2017-07-04,about 10,10,,10,,,IBEW Local 3,Protest the executive's refusal to baragin with them over working conditions,0,protest,0,0,0,0,1,1,http://www.stamfordadvocate.com/policereports/article/Small-protest-held-a-cable-exec-s-home-in-North-11265639.php,,,,,,
Denver,Cory Gardner's office,CO,US,2017-07-06,NA,10,,12,,,Democratic Socialists of America,Against GOP health care bill,1,sit-in,0,0,0,0,0,1,https://twitter.com/DemSpring/status/883056572057956352,https://coloradopolitics.com/disabed-protestors-cory-gardner/,http://www.denverpost.com/2017/07/07/cory-gardner-protesters-cited-sit-in/,,,,
Jonesboro,"outside Sen. Cotton’s, Boozman’s offices",AR,US,2017-07-06,about 10,10,,10,,,general protestors,Against GOP healthcare,1,protest,0,0,0,0,1,1,http://www.nwaonline.com/news/2017/jul/07/scores-protest-health-care-bill-2017070-1/?latest,http://www.arkansasonline.com/news/2017/jul/07/scores-protest-health-care-bill-2017070-1/,,,,,
El Paso,in front of the El Paso County Republican Party headquarters in West El Paso,TX,US,2017-07-08,about 10; about 30,10,,30,,,ADAPT of Texas,Oppose ACA repeal,1,encampment,0,0,0,0,1,1,http://www.elpasotimes.com/story/news/local/2017/07/08/activists-protest-gop-stance-medicaid-cuts/462031001/,http://www.elpasotimes.com/story/news/local/el-paso/2017/07/21/disability-activists-protest-against-medicaid-cuts-ends-thursday/498198001/,,,,,
Long Beach,in front of USM-Gulf Park Campus,CA,US,2017-07-08,NA,10,,10,,,Community members,Oppose ACA repeal,1,protest,0,0,0,0,1,1,http://www.sunherald.com/news/local/counties/harrison-county/article160281514.html,,,Count from video,,,
Nashville,,TN,US,2017-07-10,NA,10,,20,,,Mount Carmel Missionary Baptist Church,Oppose gun violence,0,rally,0,0,0,0,1,1,http://www.newschannel5.com/news/children-rally-against-gun-violence,,,Estime from pictures,,,
Pinellas Park,Chick-fil-A,FL,US,2017-07-11,NA,10,,10,,,Direct Action Everywhere Pinellas,Protesting animal rights abuses at Chick-fil-A,0,protest,0,0,0,0,1,1,http://wfla.com/2017/07/11/pinellas-park-chick-fil-a-protest-angers-parents-scares-kids/,http://www.abcactionnews.com/news/local-news/parents-upset-about-graphic-chick-fil-a-protest,,Count from video,,,
Austin,UT Board Meeting,TX,US,2017-07-12,less than a dozen,10,,10,,,PETA,protesting funding to UT for labs,0,protest,2,0,0,0,1,1,http://www.statesman.com/news/local/peta-protesters-forcibly-removed-from-regents-meeting/F6aSAXr8yigSlzNgjRcVIM/,,,,,,
Newport,Firehouse Theater,RI,US,2017-07-18,NA,10,,15,,,state Senate District 13 candidate Dawn Euer,Campaign rally,0,rally,0,0,0,0,1,1,http://www.newportri.com/newportdailynews/news/page_one/democratic-voters-in-newport-jamestown-rally-behind-euer/article_e71d51bb-4e13-5814-974b-2f7a3d83cbc8.html,,,estimate from pictures,,,
Brentwood,Brentwood State Park,NY,US,2017-07-27,NA,10,,10,,,Make the Road New York; STRONG,Oppose visit by President Trump,1,rally,,,,,0,1,http://www.newsday.com/news/nation/groups-protest-trump-s-planned-li-visit-friday-1.13849785,,,Estimate from picture,,,
Smithtown,in front of the Army recruitment office on Main Street,NY,US,2017-07-27,NA,10,,10,,,Long Island Transgender Advocacy Coalition,Oppose Trump's transgender military ban,1,protest,0,0,0,0,1,1,http://www.newsday.com/long-island/suffolk/liers-protest-trump-s-transgender-military-ban-1.13853931,,,,,,
Lima,Town Square,OH,US,2017-07-29,NA,10,,10,,,Allen and Hardin for Election Action and Democracy,Call for increased access to health care for all Americans,1,rally,0,0,0,0,1,1,http://limaohio.com/news/253447/lima-rally-calls-for-more-access-to-health-care,,,,,,
Atlanta,Five Points Plaza Building,GA,US,2017-07-06,Facebook: 9 went,9,,9,,,Housing Justice League,#nocuts of HUD,1,protest,,,,,1,1,http://atlanta.carpediem.cd/events/4046656-no-to-hud-cuts-at-atlanta-ga-united-states/,https://www.facebook.com/events/1854707794849703/,,,,,
Denver,State Capitol,CO,US,2017-07-18,,9,,9,,,clergy,Against repealing the ACA,1,pray-in,9,0,0,0,1,1,https://www.facebook.com/photo.php?fbid=10155877020240139&set=a.10150663399080139.415297.740680138&type=3&theater,,,,,,
Las Vegas,8930 W Sunset Rd,NV,US,2017-07-05,Facebook: 8 went,8,,8,,,general protestors,Against GOP healthcare bill,1,rally,0,0,0,0,1,1,http://www.resistandprotest.com/event/rally-protect-health-care-las-vegas-nv,https://www.facebook.com/events/1920516284886106/,,,,,
Kenai,,AK,US,2017-07-06,NA,8,,8,,,general protestors,Against GOP healthcare,1,protest,0,0,0,0,1,1,http://peninsulaclarion.com/news/local/2017-07-08/residents-rally-health-care,,,Count from picture,,,
Hartford,Outside Gov. Dan Malloy's office,CT,US,2017-07-18,NA,8,,8,,,Connecticut Cross-Disability Lifespan Alliance,Oppose funding cuts to services and agencies that serve people with disabilities,1,sit-in,5,0,0,0,1,1,http://www.ctnewsjunkie.com/archives/entry/five_arrested_in_governors_office_protest/,http://www.nhregister.com/general-news/20170718/west-haven-woman-among-protesters-arrested-at-state-capitol-building,http://www.theday.com/local/20170719/norwich-activist-participates-in-state-capitol-protest,count from picture,,,
Aquebogue,,NY,US,2017-07-09,NA,7,,7,,,Puppy Mill Free Long Island,raise awareness about puppy mills,0,demonstration,0,0,0,0,1,1,http://www.newsday.com/long-island/suffolk/puppy-mill-protesters-demonstrate-in-aquebogue-1.13790654,,,Couint from picture,,,
Chicago,Trump Tower,IL,US,2017-07-09,NA,7,,7,,,Greenpeace,Hang banner to protest the Trump administration’s stance on global warming,1,demonstration,7,0,0,1,1,1,http://pittsburgh.cbslocal.com/2017/07/09/trump-tower-resist-banner/,,,,,,
Augusta,intersection of Skyview Drive and New Savannah Road,GA,US,2017-07-18,NA,7,,7,,,Save Movement,Call for animal rights at local food processing plant,0,demonstration,0,0,0,0,1,1,http://chronicle.augusta.com/news/2017-07-18/local-food-processing-plant-site-animal-rights-protest-tuesday,,,count from picture,,,
Nashville,"Outside Vengeance Strength Kvlt, which sits on the corner of Gallatin and Straightway avenues",TN,US,2017-07-22,NA,7,,7,,,Showing Up for Racial Justice,Protesting new gym with white nationalist ties,0,protest,0,0,0,0,1,1,http://fox17.com/news/local/group-plans-to-protest-new-east-nashville-gym-over-perceived-alt-right-ties,http://wkrn.com/2017/07/22/concerns-over-east-nashville-gyms-ideology-prompts-protest/,,Estimate from video,,,
Grand Rapids,Monroe North,MI,US,2017-07-24,NA,7,,7,,,Members of Amalgamated Transit Union's West Michigan branch,Demand fair contract for local bus drivers,0,protest,0,0,0,0,1,1,http://www.mlive.com/news/grand-rapids/index.ssf/2017/07/union_protesters_interrupt_pre.html,,,Count from pictures,,,
Pine Bluff,outside the Pine Bluff School District central office,AK,US,2017-07-25,NA,7,,7,,,Pine Bluff School District custodians,Oppose job outsourcing,0,protest,0,0,0,0,1,1,http://www.pbcommercial.com/news/20170727/pbsd-ignores-foia-requests-as-workers-protest-job-outsourcing,,,Count from picture,,,
Kailua,Lanikai neighborhood,HI,US,2017-07-09,NA,6,,6,,,local residents,For stricter laws for aggressive dogs and to raise awareness,0,protest,0,0,0,0,1,1,http://khon2.com/2017/07/09/lanikai-residents-rally-for-stricter-laws-for-aggressive-dogs/,,,Count from video,,,
Orchard Park,3964 California Road,NY,US,2017-07-13,NA,6,,6,,,Showing Up for Racial Justice Action,Oppose pro-Trump Erie County sheriff Tim Howard,1,protest,6,0,0,0,1,1,http://www.wgrz.com/news/local/six-protesters-arrested-at-sheriff-howard-event/456770758,,,,,,
Oakland,,CA,US,2017-07-14,NA,6,,6,,,Anti-Police Terror Project,Oppose promotions of police officers tied to sex scandal,0,protest,0,0,0,0,1,1,http://abc7news.com/news/report-alleges-recently-promoted-opd-officers-have-ties-to-sex-scandal/2218483/,,,Count from picture,,,
Hamilton,Hamilton Municipal Court,OH,US,2017-07-15,NA,6,,6,,,Truckers for Jones,Support sheriff's refusal to provide Narcan to his deputies,0,protest,0,0,0,0,0,1,http://www.cincinnati.com/story/news/local/2017/07/15/sheriffs-refusal-have-deputies-carry-narcan-leads-protest/478479001/,,,Count from picture,,,
Denver,inside Colorado Convention Center,CO,US,2017-07-21,NA,6,,6,,,ADAPT,Oppose Sen. Gardner's support for cutting Medicaid,1,protest,0,0,0,0,1,1,https://www.denverite.com/adapt-protesters-disrupt-sen-cory-gardners-39722/,,,,,,
San Diego,SeaWorld,CA,US,2017-07-24,NA,6,,6,,,PETA,Protesting animal cruelty at SeaWorld,0,protest,1,0,0,0,1,1,http://www.justjared.com/2017/07/24/james-cromwell-arrested-at-seaworld-protest-video-released/,http://www.foxnews.com/entertainment/2017/07/25/james-cromwell-arrested-again-for-protest-at-seaworld.html,,Count from video,,,
Hamilton,Parkamo Avenue,OH,US,2017-07-31,NA,6,,6,,,organizer Dennis Matheny,No Drugs Today,0,demonstration,0,0,0,0,1,1,http://www.mydaytondailynews.com/news/hamilton-grandfather-protest-drugs-today-draws-praise/miWm6FSgZ9BXB7IU6VrPtO/,http://www.journal-news.com/news/hamilton-grandfather-protest-drugs-today-draws-praise/miWm6FSgZ9BXB7IU6VrPtO/,http://www.mydaytondailynews.com/news/hamilton-grandpa-drugs-today-protest-grows-attracts-others/O4ARq7dYMZ5kl86tVf2ErM/,count from picture,,,
Bay Pines,Outside VA healthcare center,FL,US,2017-07-03,NA,5,,5,,,Veterans,Oppose VA treatment of veterans,0,protest,0,0,0,0,1,1,http://wfla.com/2017/07/03/target-8-veterans-protest-claim-v-a-frustration-leads-to-suicides/,http://wfla.com/2017/07/03/target-8-veterans-protest-claim-v-a-frustration-leads-to-suicides/,,Count from picture,,,
Coney Island,Site of hot dog eating contest,NY,US,2017-07-04,NA,5,,5,,,general protestors,protesting animal cruelty involved in hot dog eating contest,0,protest,5,0,0,0,1,1,http://nypost.com/2017/07/04/cops-jump-fan-at-hot-dog-eating-contest/,,,,,,
Pheonix,Outside Sen. Jeff Flake's Phoenix office,AZ,US,2017-07-06,four men and a woman [and others],5,,5,,,general protestors,Protesting GOP healthcare bill,1,protest,5,0,0,0,1,1,http://azdailysun.com/news/state-and-regional/health-care-protesters-at-flake-s-arizona-offices-arrested/article_3f8ef9e6-e93c-5498-8c87-4abf38f86242.html,https://kdminer.com/news/2017/jul/07/health-care-protesters-flakes-arizona-offices-arre/,,,,,
Orlando,in front of the Orange County Supervisor of Elections office,FL,US,2017-07-10,NA,5,,5,,,For Our Future; ACLU Florida; League of Women Voter of Orange County,Oppose Donald Trump's voter fraud commission and its support by Gov. Rick Scott,1,demonstration,0,0,0,0,1,1,http://www.orlandosentinel.com/news/politics/94056660-132.html,,,Count from video,,,
Albuquerque,,NM,US,2017-07-18,NA,5,,5,,,Center for Western Priorities,Raise support for the Monuments Act Movement,1,rally,0,0,0,0,1,1,https://www.abqjournal.com/1034694/regional-monuments-group-rallies-in-abq.html,,,count from picture,,,
Las Vegas,Sen. Dean Heller’s Las Vegas office,NV,US,2017-07-20,NA,5,,5,,,ADAPT,Oppose GOP healthcare bill,1,protest,5,0,0,0,1,1,https://lasvegassun.com/news/2017/jul/20/police-detain-4-people-during-demonstration-at-hel/,http://bakersfieldnow.com/news/nation-world/police-arrest-protestors-at-senate-offices-in-washington,,,,,
Ukiah,Alex R Thomas Plaza,CA,US,2017-07-02,Facebook: 4 went,4,,4,,,general protestors,Impeach Trump,1,,,,,,1,1,https://www.facebook.com/events/1944937442391101/,,,,,,
Seattle,45th Steet Chase,WA,US,2017-07-06,,4,,4,,,general protestors,Protest Chase Bank Support for Oil,1,protest,,,,,1,1,eyewitness,,,,,,
Bedminster,Trump National Golf Club,NJ,US,2017-07-16,NA,4,,5,,,Ultraviolet,Oppose Trump National Golf Club hosting U.S. Women's Open,1,protest,0,0,0,0,1,1,http://www.mycentraljersey.com/story/news/local/somerset-county/2017/07/13/trump-protests-still-planned-u-s-womens-open/476223001/,http://www.mycentraljersey.com/story/news/local/somerset-county/hot-topic/2017/07/15/womens-open-brings-anti-and-pro-trump-rallies-bedminster/479707001/,http://www.northjersey.com/story/news/new-jersey/2017/07/16/protesters-descend-trumps-bedminster-golf-course-u-s-open/482814001/,,,,
Seattle,Outside KeyArena,WA,US,2017-07-18,NA,4,,4,,,general protestors,Counter-protest against Planned Parenthood,2,protest,0,0,0,0,0,1,http://www.seattletimes.com/sports/storm/seattle-storm-holds-pregame-rally-supporting-planned-parenthood-amid-mild-protest/,,,,,,
Cleveland,Senator Rob Portman's Cleveland office,OH,US,2017-07-05,Facebook: 3 went,3,,3,,,general protestors,Against GOP healthcare bill,1,rally,0,0,0,0,1,1,http://www.resistandprotest.com/event/rally-protect-health-care-cleveland-oh,https://www.facebook.com/events/143320856243681/?acontext=%7B%22source%22%3A5%2C%22page_id_source%22%3A539764026148050%2C%22action_history%22%3A%5B%7B%22surface%22%3A%22page%22%2C%22mechanism%22%3A%22main_list%22%2C%22extra_data%22%3A%22%7B%5C%22page_id%5C%22%3A539764026148050%2C%5C%22tour_id%5C%22%3Anull%7D%22%7D%5D%2C%22has_source%22%3Atrue%7D,,,,,
Issaquah,"1280 NE Park Dr, Issaquah",WA,US,2017-07-05,Facebook: 3 went,3,,3,,,general protestors,Where is Dave Reichert?,1,rally,0,0,0,0,1,1,http://www.resistandprotest.com/event/indivisible-wa8-wheres-dave-reichert-search-party,https://www.facebook.com/events/346387839111982,,,,,
Norfolk,Outside MacArthur Center,VA,US,2017-07-06,NA,3,,3,,,general protestors,"Protesting execution of William Morva, DP in general",0,protest,0,0,0,0,1,1,https://pilotonline.com/news/local/several-people-gather-in-norfolk-to-protest-virginia-execution-scheduled/article_c552b93d-a4e7-5c21-bbdf-b86cfc6fb842.html,,,,,,
Largo,Pollo Tropical restaurant on Ulmerton Road,FL,US,2017-07-14,NA,3,,3,,,Direct Action Everywhere,Support animal rights,0,demonstration,0,0,0,0,1,1,http://wfla.com/2017/07/14/vegan-protesters-disrupt-lunch-at-largo-restaurant/,,,Count from video,,,
Belle Plaine,Veterans Memorial Park,MN,US,2017-07-15,NA,3,,3,,,Left Hand Path Community,Support planned installation of satanic monument,0,rally,0,0,0,0,0,1,http://www.startribune.com/satanic-monument-in-belle-plaine-prompts-protest-support/434357263/,http://minnesota.cbslocal.com/2017/07/15/belle-plaine-satanic-protest/,http://www.startribune.com/with-dueling-rallies-looming-statue-featuring-cross-removed-from-belle-plaine-park/434672183/,Count from video,,,
McCook,,NE,US,2017-07-17,NA,3,,3,,,general protestors,Oppose Gov. Pete Ricketts’s policies on Medicaid and other issues,1,protest,0,0,0,0,1,1,http://www.mccookgazette.com/story/2428506.html,,,,,,
Louisville,Snyder U.S. Courthouse,KY,US,2017-07-24,NA,3,,3,,,general protestors,Counterprotest pro-life advocates,1,protest,0,0,0,0,0,1,http://www.courier-journal.com/picture-gallery/news/local/2017/07/24/praying-shouting--more-scenes-from-louisville-abortion-protest/103949226/,,,Count from picture,,,
Silver Lake,RAGBRAI road between Silver Lake and Ayrshire,IA,US,2017-07-24,NA,3,,3,,,Northwest Iowa Progressives; Podunk Resistance,Sorry about [Rep.] Steve King,1,demonstration,0,0,0,0,1,1,http://www.desmoinesregister.com/story/news/politics/2017/07/24/sorry-steve-king-protest-draws-cheers-and-jeers/507051001/,,,Estimate from picture,,,
Philadelphia,Franklin Square,PA,US,2017-07-31,NA,3,,3,,,Black Lives Matter,Oppose deadly police-involved shooting of David Jones,0,protest,0,0,0,0,1,1,http://www.washingtontimes.com/news/2017/aug/1/black-lives-matter-protesters-shout-down-ed-rendel/,http://6abc.com/society/childrens-event-in-franklin-square-interrupted-by-protesters/2264548/,,count from video,,,
Columbus,Senator Rob Portman,OH,US,2017-07-05,Facebook: 2 went,2,,2,,,general protestors,Against GOP healthcare bill,1,protest,0,0,0,0,1,1,http://www.resistandprotest.com/event/rally-protect-health-care-columbus-oh,,,,,,
Fort Collins,2001 S Shields St,CO,US,2017-07-05,Facebook: 2 went,2,,2,,,general protestors,Against GOP healthcare bill,1,rally,0,0,0,0,1,1,http://www.resistandprotest.com/event/rally-protect-health-care-fort-collins-co,https://www.facebook.com/events/726733900832626/,,,,,
Greeley,801 8th St,CO,US,2017-07-05,Facebook: 2 went,2,,2,,,general protestors,Against GOP healthcare bill,1,rally,0,0,0,0,1,1,http://www.resistandprotest.com/event/rally-protect-health-care-greeley-co,https://www.facebook.com/events/1771345576490335/,,,,,
Tucson,Sen. Flake's office,AZ,US,2017-07-06,NA,2,,2,,,Tucson Solidarity Movement,Stop Trumpcare,1,protest,2,0,0,0,1,1,https://www.facebook.com/events/1356189627782576/?acontext=%7B%22ref%22%3A%221%22%2C%22feed_story_type%22%3A%22308%22%2C%22action_history%22%3A%22null%22%7D,http://abcnews.go.com/Politics/protesters-opposing-gop-health-care-bill-descend-lawmakers/story?id=48491443,http://tucson.com/news/local/arrested-during-protest-at-sen-jeff-flake-s-tucson-office/article_f085e1b0-6288-11e7-9e3c-6b22119b2110.html,,,,
Mt. Vernon,outside the courthouse,IL,US,2017-07-15,NA,2,,2,,,ABATE Chapter 27,Promote traffic safety,0,rally,0,0,0,0,1,1,http://www.register-news.com/news/abate-members-rally-for-safety/article_164281ec-6991-11e7-a68c-f77c491e9cd8.html,,,,,,
Des Moines,Iowa Utilities Board Office,IA,US,2017-07-24,n/a,2,,2,,,general protestors,Protesting pipeline construction,0,protest,2,0,0,1,1,1,http://wqad.com/2017/07/24/iowa-women-claim-they-vandalized-oil-pipeline-in-protest/,,,,,,
Norfolk,Granby St. and Main St.,VA,US,2017-07-26,NA,2,,2,,,PETA,Oppose UniverSoul Circus's treatment of animals,0,demonstration,0,0,0,0,1,1,http://www.13newsnow.com/life/universoul-circus-coming-to-norfolk-peta-plans-to-protest/459356962,https://pilotonline.com/news/local/peta-s-nude-zebras-parade-through-downtown-norfolk-to-protest/article_a88014f0-5be4-5c6b-a9b5-047463a7a4ff.html,,,,,
